"response","var","term","solution","std error","z ratio","pval"
"glucose","time_only","pol(time, -2)_order1",3.96630077514873,1.35040360855393,2.93712246473928,0.00331273255600737
"glucose","time_only","pol(time, -2)_order2",-23.6806782355325,1.36680922990991,-17.3255182342407,3.0196298956431e-67
"glucose","time_only","(Intercept)",112.293089631102,1.3073506307841,85.8936286769163,0
"glucose","SEX","SEX_m:pol(time, 2)_order1",-0.734911865470282,2.63798794322738,-0.278588030455959,0.78056099949775
"glucose","SEX","SEX_m:pol(time, 2)_order2",2.60561811139327,2.67081324658093,0.975589781400435,0.329267790414554
"glucose","SEX","SEX_m",-3.3288207173021,2.54968807610426,-1.30557959167629,0.191695564287912
"glucose","SEX","pol(time, -2)_order1",4.33719687095292,1.98938933767386,2.18016493243312,0.0292452379977399
"glucose","SEX","pol(time, -2)_order2",-25.0374004683572,2.01568924852577,-12.4212601156994,2.00380195523141e-35
"glucose","SEX","(Intercept)",113.968705086456,1.92273229983402,59.2743488504846,0
"glucose","AGE","AGE:pol(time, 2)_order1",0.128221388538555,0.190238798052465,0.674002305792498,0.50030984774412
"glucose","AGE","AGE:pol(time, 2)_order2",-0.157039021271299,0.192749341267846,-0.814731818217093,0.41522583616455
"glucose","AGE","AGE",0.462813886540923,0.183762202223185,2.51854778045607,0.0117839894080404
"glucose","AGE","pol(time, -2)_order1",3.48965656807646,1.95643333290899,1.78368284233215,0.0744752156936296
"glucose","AGE","pol(time, -2)_order2",-22.2852498709878,1.98185060297667,-11.2446668974524,2.46023635392382e-29
"glucose","AGE","(Intercept)",107.744073478181,1.8904000274028,56.9953829434769,0
"glucose","Breed","Breed_M:pol(time, 2)_order1",3.66715033504165,2.93786452976614,1.24823670318575,0.21194438649123
"glucose","Breed","Breed_M:pol(time, 2)_order2",-6.42815417283947,3.01286231072543,-2.13357050866746,0.0328779542312067
"glucose","Breed","Breed_QH:pol(time, 2)_order1",7.65850207864004,2.77267544549689,2.76213434611621,0.00574248439817583
"glucose","Breed","Breed_QH:pol(time, 2)_order2",11.2624957101487,2.83843893831824,3.96784850930126,7.2524409230863e-05
"glucose","Breed","Breed_T:pol(time, 2)_order1",21.1942307574476,4.18550206867793,5.06372483149727,4.11142976773696e-07
"glucose","Breed","Breed_T:pol(time, 2)_order2",5.06008954126231,4.26953318893719,1.18516224545895,0.235953304201594
"glucose","Breed","Breed_WP :pol(time, 2)_order1",4.44928145573899,3.6219707834621,1.22841450738763,0.219291404647363
"glucose","Breed","Breed_WP :pol(time, 2)_order2",-7.44775808973478,3.70069344728734,-2.01253040702252,0.0441640546872455
"glucose","Breed","Breed_M",11.7958262241522,2.78402362334913,4.2369705936482,2.26555794287161e-05
"glucose","Breed","Breed_QH",-4.6280996921442,2.60657173739286,-1.77555047718476,0.0758070387041949
"glucose","Breed","Breed_T",24.6364927251946,3.93105846290253,6.26713974307164,3.67740119474219e-10
"glucose","Breed","Breed_WP ",16.6477417512488,3.4577702021236,4.81458881825767,1.47503288628259e-06
"glucose","Breed","pol(time, -2)_order1",-1.72102439316429,1.99899685854313,-0.860944020901852,0.389268874988047
"glucose","Breed","pol(time, -2)_order2",-23.5846322758177,2.04712907700317,-11.5208330245319,1.03604488458341e-30
"glucose","Breed","(Intercept)",105.606203118512,1.87955906107667,56.1866904347328,0
"glucose","Adiponectin","Adiponectin:pol(time, 2)_order1",-0.391892337513044,0.206417227600078,-1.89854471968935,0.0576243626459028
"glucose","Adiponectin","Adiponectin:pol(time, 2)_order2",0.35760799615226,0.209087034308675,1.71033080714284,0.0872047180643949
"glucose","Adiponectin","Adiponectin",-0.202859646485658,0.199227801983246,-1.01822960684332,0.308568852438553
"glucose","Adiponectin","pol(time, -2)_order1",7.70892180305036,2.51759456250308,3.06201876897362,0.00219849666882182
"glucose","Adiponectin","pol(time, -2)_order2",-26.6107889408463,2.54960003503379,-10.4372405770278,1.67612119008861e-25
"glucose","Adiponectin","(Intercept)",113.674851631534,2.43148838685939,46.7511390331422,0
"glucose","TG","TG:pol(time, 2)_order1",-0.0141899297217584,0.0473237212536116,-0.299848138435975,0.764292994560664
"glucose","TG","TG:pol(time, 2)_order2",0.0461227488848989,0.0480732948542401,0.959425581806793,0.337344392818274
"glucose","TG","TG",0.0742153608828959,0.045632779874369,1.62636072330498,0.103872941027106
"glucose","TG","pol(time, -2)_order1",4.07104273302353,1.56919145723956,2.59435693091593,0.00947680461446746
"glucose","TG","pol(time, -2)_order2",-24.2997759820526,1.58880980983235,-15.294326502564,8.34193140623401e-53
"glucose","TG","(Intercept)",111.016493545452,1.51800837175113,73.1329916299381,0
"glucose","NEFA","NEFA:pol(time, 2)_order1",10.1462366924958,7.06294675597765,1.4365444117087,0.150847488382542
"glucose","NEFA","NEFA:pol(time, 2)_order2",13.6905715886818,7.15372858262797,1.91376726563652,0.0556498998604588
"glucose","NEFA","NEFA",-5.20961473841006,6.82685821383735,-0.763105747216295,0.445400332792763
"glucose","NEFA","pol(time, -2)_order1",0.44654305479582,3.00403304710398,0.148647850337834,0.881831513314246
"glucose","NEFA","pol(time, -2)_order2",-29.1267594517415,3.04227942436798,-9.57399219100081,1.02855513912957e-21
"glucose","NEFA","(Intercept)",114.076951549998,2.90292168992435,39.2972886405939,0
"glucose","Leptin","Leptin:pol(time, 2)_order1",-0.554989309313502,0.68531423850662,-0.809831867090473,0.418036814660631
"glucose","Leptin","Leptin:pol(time, 2)_order2",-1.35747843951722,0.694997592752306,-1.95321315307205,0.0507943431612011
"glucose","Leptin","Leptin",0.118383275156203,0.66198579168346,0.17883053782038,0.858070766074956
"glucose","Leptin","pol(time, -2)_order1",5.27287155560595,2.21278743242323,2.38290921140654,0.0171764298501056
"glucose","Leptin","pol(time, -2)_order2",-20.1496515036768,2.24099988114868,-8.99136660968879,2.44175106354307e-19
"glucose","Leptin","(Intercept)",111.823469200194,2.13985686676975,52.2574527935591,0
"glucose","TBFM","TBFM_10.7:pol(time, 2)_order1",-9.48433784641194,19.496169249138,-0.486471866612015,0.626632647405576
"glucose","TBFM","TBFM_10.7:pol(time, 2)_order2",11.6893037135941,19.6912418044141,0.593629585665531,0.552759888411706
"glucose","TBFM","TBFM_105.9:pol(time, 2)_order1",5.49070815761542,17.4816664337424,0.314083796211641,0.753457396023278
"glucose","TBFM","TBFM_105.9:pol(time, 2)_order2",10.9208693497551,17.6212501467412,0.619755650638374,0.535418670904089
"glucose","TBFM","TBFM_115.9:pol(time, 2)_order1",-25.4289512228419,19.496169249138,-1.30430500976319,0.192129607885075
"glucose","TBFM","TBFM_115.9:pol(time, 2)_order2",3.32189508071141,17.5107049975934,0.189706529872324,0.849539103635395
"glucose","TBFM","TBFM_116.9:pol(time, 2)_order1",-3.65707505653583,18.9169629970412,-0.193322525244028,0.846706386476134
"glucose","TBFM","TBFM_116.9:pol(time, 2)_order2",1.42587260858972,17.9934052887731,0.0792441778366087,0.936838406220095
"glucose","TBFM","TBFM_119.1:pol(time, 2)_order1",-3.03498092524335,19.496169249138,-0.155670628750699,0.876292649744438
"glucose","TBFM","TBFM_119.1:pol(time, 2)_order2",10.9755983726681,19.6912418044141,0.557384774494404,0.577264565818392
"glucose","TBFM","TBFM_119.3:pol(time, 2)_order1",18.6020265114313,19.7931219050474,0.939822762708678,0.3473084808054
"glucose","TBFM","TBFM_119.3:pol(time, 2)_order2",8.96617914848398,19.9852961738608,0.448638792764605,0.653692244760474
"glucose","TBFM","TBFM_120.7:pol(time, 2)_order1",-9.06387474700594,19.496169249138,-0.464905419684263,0.641999189188228
"glucose","TBFM","TBFM_120.7:pol(time, 2)_order2",19.2737417856479,19.6912418044141,0.978797679551497,0.327679956490289
"glucose","TBFM","TBFM_127.7:pol(time, 2)_order1",-0.311881567298621,19.496169249138,-0.0159970691325635,0.987236729890056
"glucose","TBFM","TBFM_127.7:pol(time, 2)_order2",-1.49837374499527,17.5107138944361,-0.0855689696050236,0.931809066625003
"glucose","TBFM","TBFM_130.9:pol(time, 2)_order1",-13.7025977009906,19.7931219050474,-0.692290875927783,0.488754678798674
"glucose","TBFM","TBFM_130.9:pol(time, 2)_order2",-2.349893937222,19.9852961738608,-0.117581141494189,0.906399548185363
"glucose","TBFM","TBFM_138.3:pol(time, 2)_order1",-16.641201522631,19.496169249138,-0.853562631200832,0.393347371180643
"glucose","TBFM","TBFM_138.3:pol(time, 2)_order2",-9.87108227775042,17.5107138429176,-0.56371672601702,0.572946932470698
"glucose","TBFM","TBFM_138.6:pol(time, 2)_order1",-2.69956925401034,17.0077116176423,-0.158726189313443,0.873884603662936
"glucose","TBFM","TBFM_138.6:pol(time, 2)_order2",18.8114864098436,19.2514316763446,0.977147400053285,0.328496184258327
"glucose","TBFM","TBFM_143.6:pol(time, 2)_order1",-9.39946592891077,19.7931219050474,-0.474885466476809,0.634868610961376
"glucose","TBFM","TBFM_143.6:pol(time, 2)_order2",25.8653751643749,19.9852961738608,1.2942202577015,0.195589351386147
"glucose","TBFM","TBFM_15.8:pol(time, 2)_order1",0.166562027022007,19.496169249138,0.00854332073616828,0.993183499207559
"glucose","TBFM","TBFM_15.8:pol(time, 2)_order2",28.3290161880607,19.691241804411,1.43866072386124,0.150246672475116
"glucose","TBFM","TBFM_150.4:pol(time, 2)_order1",-6.67253752260333,18.9169629878892,-0.352727735782702,0.724292564028957
"glucose","TBFM","TBFM_150.4:pol(time, 2)_order2",12.4272189135896,19.11794665344,0.650028956501641,0.515673517488429
"glucose","TBFM","TBFM_153.3:pol(time, 2)_order1",-27.2283276363163,19.7931219050474,-1.37564593230606,0.168931278758946
"glucose","TBFM","TBFM_153.3:pol(time, 2)_order2",0.865941357540185,19.9852961738608,0.0433289229244833,0.965439335706833
"glucose","TBFM","TBFM_156.3:pol(time, 2)_order1",-11.7849694955429,19.793115707377,-0.595407497726625,0.55157111492709
"glucose","TBFM","TBFM_156.3:pol(time, 2)_order2",-0.934650300786644,19.9852961738607,-0.0467668976559425,0.962699011996409
"glucose","TBFM","TBFM_157.5:pol(time, 2)_order1",-25.9365618858567,19.7931219050474,-1.31038256674621,0.1900664481665
"glucose","TBFM","TBFM_157.5:pol(time, 2)_order2",-11.1807879259018,19.9852961738608,-0.559450699586098,0.575854168497103
"glucose","TBFM","TBFM_17.2:pol(time, 2)_order1",-3.35599901301307,19.7931179739195,-0.169553832672301,0.865361032899497
"glucose","TBFM","TBFM_17.2:pol(time, 2)_order2",16.6381324965854,19.9852922342214,0.832518849441463,0.405116143121174
"glucose","TBFM","TBFM_190.7:pol(time, 2)_order1",-15.3719175716372,19.0673299306969,-0.806191408419994,0.420132491834267
"glucose","TBFM","TBFM_190.7:pol(time, 2)_order2",4.15925282339444,19.2942862143783,0.215569147113352,0.829323607378141
"glucose","TBFM","TBFM_25.3:pol(time, 2)_order1",-8.86125823268692,19.496169249138,-0.454512787586654,0.649459790166591
"glucose","TBFM","TBFM_25.3:pol(time, 2)_order2",24.500175874527,19.6912418044141,1.24421690200538,0.213419744741397
"glucose","TBFM","TBFM_270:pol(time, 2)_order1",21.3659525863393,17.4817244257748,1.22218792986106,0.221636567267865
"glucose","TBFM","TBFM_270:pol(time, 2)_order2",24.6920582131261,17.8159764925103,1.38595031395032,0.165762075758026
"glucose","TBFM","TBFM_289.7:pol(time, 2)_order1",-11.7879816265153,18.9169688329914,-0.623143259926344,0.533190383993018
"glucose","TBFM","TBFM_289.7:pol(time, 2)_order2",10.1678285211141,18.4589297403026,0.550835214401082,0.581746641907688
"glucose","TBFM","TBFM_3.1:pol(time, 2)_order1",-3.38495692196048,18.2975162148694,-0.184995432287674,0.853232618245873
"glucose","TBFM","TBFM_3.1:pol(time, 2)_order2",-17.0233943973852,19.1179522501035,-0.890440261314757,0.373229531962829
"glucose","TBFM","TBFM_3.8:pol(time, 2)_order1",-0.476287403810231,19.4961692491381,-0.0244297942700353,0.980509783022777
"glucose","TBFM","TBFM_3.8:pol(time, 2)_order2",12.6362580867603,19.6912418044141,0.641719715408082,0.521055185803861
"glucose","TBFM","TBFM_30.1:pol(time, 2)_order1",-25.0435233279898,18.7621495530414,-1.33478966560791,0.181945196789517
"glucose","TBFM","TBFM_30.1:pol(time, 2)_order2",-1.16358309223197,19.004858199164,-0.0612255603297877,0.951179573714771
"glucose","TBFM","TBFM_304.9:pol(time, 2)_order1",0.603858485867792,19.496169249138,0.0309731864835186,0.975290923496247
"glucose","TBFM","TBFM_304.9:pol(time, 2)_order2",5.11133776211914,17.5143490728301,0.291837152546441,0.770411137491469
"glucose","TBFM","TBFM_32.6:pol(time, 2)_order1",25.0072245136464,19.7931219050474,1.26343002552161,0.206434679247917
"glucose","TBFM","TBFM_32.6:pol(time, 2)_order2",12.8944965264643,19.9852961738607,0.645199171145101,0.518798123260368
"glucose","TBFM","TBFM_346:pol(time, 2)_order1",0.396527161758794,18.9169688329914,0.0209614534579793,0.983276404598804
"glucose","TBFM","TBFM_346:pol(time, 2)_order2",4.42029137909007,19.1179522501035,0.231211550340918,0.817150457223848
"glucose","TBFM","TBFM_35.7:pol(time, 2)_order1",7.3227820070188,19.496169249138,0.375601068776245,0.707213496084695
"glucose","TBFM","TBFM_35.7:pol(time, 2)_order2",15.6318414624288,19.691241804414,0.793847417938097,0.427284263956007
"glucose","TBFM","TBFM_37.9:pol(time, 2)_order1",-11.7469946472785,18.9169688329914,-0.62097658197711,0.534615031401377
"glucose","TBFM","TBFM_37.9:pol(time, 2)_order2",-20.185100538571,19.1179522501035,-1.05581917323085,0.291050836831803
"glucose","TBFM","TBFM_39.3:pol(time, 2)_order1",0.36462396787835,18.9169688329914,0.0192749679453106,0.984621752904672
"glucose","TBFM","TBFM_39.3:pol(time, 2)_order2",15.2254201978982,18.4589297403026,0.824826813477464,0.409469921441078
"glucose","TBFM","TBFM_39.5:pol(time, 2)_order1",-17.6280259259552,18.9169688329914,-0.931863137354844,0.351407260273062
"glucose","TBFM","TBFM_39.5:pol(time, 2)_order2",-13.7169288127964,19.1179522501035,-0.717489437851386,0.473072151279591
"glucose","TBFM","TBFM_4.3:pol(time, 2)_order1",-5.0279915133094,18.2974439509408,-0.274792016130258,0.783476032272016
"glucose","TBFM","TBFM_4.3:pol(time, 2)_order2",-8.70882438089904,19.1179522501035,-0.455531234044792,0.648727102313403
"glucose","TBFM","TBFM_43.9:pol(time, 2)_order1",-20.0872547409451,18.9169688329914,-1.06186434614793,0.288297273074595
"glucose","TBFM","TBFM_43.9:pol(time, 2)_order2",-14.3630710092463,19.1179522501035,-0.751287105509356,0.452479887708622
"glucose","TBFM","TBFM_45.3:pol(time, 2)_order1",15.7775609909246,17.4817244257748,0.902517429439764,0.366782066949465
"glucose","TBFM","TBFM_45.3:pol(time, 2)_order2",32.8479279627491,17.8159764925103,1.8437343570002,0.0652218633781669
"glucose","TBFM","TBFM_48.9:pol(time, 2)_order1",-23.2987506194115,18.2975162148694,-1.27332859530289,0.202901463703639
"glucose","TBFM","TBFM_48.9:pol(time, 2)_order2",-3.3305971167953,19.1179522501035,-0.174213068074656,0.861698015744039
"glucose","TBFM","TBFM_49.1:pol(time, 2)_order1",-6.16981772359975,19.496169249138,-0.316463077682429,0.751651045898084
"glucose","TBFM","TBFM_49.1:pol(time, 2)_order2",29.1588873235919,19.6912418044141,1.480804898605,0.138658570801526
"glucose","TBFM","TBFM_53.2:pol(time, 2)_order1",-17.3828376282042,18.9169688329914,-0.918901848476292,0.358146912997824
"glucose","TBFM","TBFM_53.2:pol(time, 2)_order2",7.01344481273015,19.1179522501035,0.366851256922257,0.71372997158761
"glucose","TBFM","TBFM_55.6:pol(time, 2)_order1",-3.956371779979,18.2986609964803,-0.216210999304266,0.828823280113249
"glucose","TBFM","TBFM_55.6:pol(time, 2)_order2",3.34113779791421,19.1179522501035,0.17476441797767,0.861264748333081
"glucose","TBFM","TBFM_57.6:pol(time, 2)_order1",-2.53315984597724,19.7931219050474,-0.127981824096747,0.898163357013365
"glucose","TBFM","TBFM_57.6:pol(time, 2)_order2",7.28998843027795,19.9852961738608,0.364767595479155,0.7152848959111
"glucose","TBFM","TBFM_572.7:pol(time, 2)_order1",-0.873533994728877,19.7931219050474,-0.0441332094512144,0.964798221250757
"glucose","TBFM","TBFM_572.7:pol(time, 2)_order2",0.109421996836188,19.9852961738608,0.00547512510619199,0.995631504035046
"glucose","TBFM","TBFM_58.2:pol(time, 2)_order1",-21.2934542595334,18.9169688329914,-1.12562717883202,0.260323358934696
"glucose","TBFM","TBFM_58.2:pol(time, 2)_order2",15.0002930983463,18.4589139325512,0.812631401455001,0.416429422228808
"glucose","TBFM","TBFM_59.4:pol(time, 2)_order1",-14.806218981421,18.9169688329914,-0.782695108933035,0.433806175111189
"glucose","TBFM","TBFM_59.4:pol(time, 2)_order2",-4.67939409483797,18.4589297403027,-0.253503001564664,0.799879541991382
"glucose","TBFM","TBFM_6.6:pol(time, 2)_order1",8.71438189570618,19.496169249138,0.446979187775131,0.654890086905544
"glucose","TBFM","TBFM_6.6:pol(time, 2)_order2",26.0485143183647,19.6912418044141,1.32284771966619,0.185886024223681
"glucose","TBFM","TBFM_6.8:pol(time, 2)_order1",-15.7526764031002,18.7615662732601,-0.83962480390306,0.401118787476958
"glucose","TBFM","TBFM_6.8:pol(time, 2)_order2",28.906448039786,19.0049294105092,1.52099739048763,0.128260492171332
"glucose","TBFM","TBFM_61.9:pol(time, 2)_order1",1.18773640302169,18.9169629878668,0.062786843944427,0.949936242209809
"glucose","TBFM","TBFM_61.9:pol(time, 2)_order2",-5.84903453179202,19.1179466532596,-0.305944704097957,0.759646747889556
"glucose","TBFM","TBFM_69.2:pol(time, 2)_order1",18.588668603256,18.9169688329914,0.98264519899389,0.325782090687694
"glucose","TBFM","TBFM_69.2:pol(time, 2)_order2",18.6301116362776,19.1179522501035,0.974482590632933,0.329816979120454
"glucose","TBFM","TBFM_73.6:pol(time, 2)_order1",1.69819822655734,18.9169688329914,0.0897711595102734,0.928469067007226
"glucose","TBFM","TBFM_73.6:pol(time, 2)_order2",5.03541525508847,19.1179522501035,0.263386747137691,0.792252504347
"glucose","TBFM","TBFM_74.3:pol(time, 2)_order1",-2.36525104746455,19.7931185433946,-0.119498655165378,0.904880305425404
"glucose","TBFM","TBFM_74.3:pol(time, 2)_order2",-10.7979737949764,19.9852961738608,-0.540295910605483,0.588992978130728
"glucose","TBFM","TBFM_74.7:pol(time, 2)_order1",-5.58946901657399,19.7931157078138,-0.282394601187898,0.777640954239808
"glucose","TBFM","TBFM_74.7:pol(time, 2)_order2",8.3257382067092,19.9852961738608,0.416593186024364,0.676975994221077
"glucose","TBFM","TBFM_75.5:pol(time, 2)_order1",5.55459382371947,16.4519093253916,0.337626090313214,0.735644978338584
"glucose","TBFM","TBFM_75.5:pol(time, 2)_order2",-3.0579853990236,16.8107405643719,-0.181906643988343,0.855655990344366
"glucose","TBFM","TBFM_75.6:pol(time, 2)_order1",2.62728835281219,16.1662132132445,0.162517240008917,0.870898553180379
"glucose","TBFM","TBFM_75.6:pol(time, 2)_order2",-0.324023918274736,16.3883736221819,-0.0197715725638671,0.984225595257312
"glucose","TBFM","TBFM_77.5:pol(time, 2)_order1",-7.47223827881981,18.9169629878893,-0.395002003419024,0.692841409438689
"glucose","TBFM","TBFM_77.5:pol(time, 2)_order2",-2.46375849994596,19.1179466534398,-0.128871501977053,0.897459326726743
"glucose","TBFM","TBFM_81:pol(time, 2)_order1",-19.6309430437272,18.9169688329914,-1.0377425272008,0.299389940254013
"glucose","TBFM","TBFM_81:pol(time, 2)_order2",5.45540768277981,19.1179522501035,0.285355231115314,0.77537200261263
